category;productName;price;quantity;offer
Fruits & Vegetables;Banana Robusta;₹48;4 piece;21% Off
Fruits & Vegetables;Watermelon Kiran(Tarbooj);₹115;1 pc (2.3 - 3.8 kg);11% Off
Fruits & Vegetables;Banana Elaichi / Yelakki;₹71;500 g;26% Off
Fruits & Vegetables;Grapes Green Seedless;₹72;500 g;38% Off
Fruits & Vegetables;Apple Kinnaur;₹206;4 piece;5% Off
Fruits & Vegetables;Tender Coconut;₹72;1 piece;40% Off
Fruits & Vegetables;Coconut;₹68;1 piece;22% Off
Fruits & Vegetables;Baby Apple Shimla;₹135;500 g;27% Off
Fruits & Vegetables;Grapes Black Seedless;₹106;500 g;10% Off
Fruits & Vegetables;Muskmelon;₹56;600 - 800 g;41% Off
Fruits & Vegetables;Pomegranate;₹230;4 x (720 - 820 g);46% Off
Fruits & Vegetables;Tender Coconut 1 pc Combo;₹134;1 pc X 2;44% Off
Fruits & Vegetables;Tender Coconut 1 pc Combo;₹180;1 pc X 3;50% Off
Fruits & Vegetables;Pomegranate;₹150;2 pcs;32% Off
Fruits & Vegetables;Sapota;₹40;250 g;52% Off
Fruits & Vegetables;Papaya;₹85;600 g - 1.2 kg;27% Off
Fruits & Vegetables;Banana Robusta 4 pc Combo;₹92;4 pc X 2;24% Off
Fruits & Vegetables;Avocado Hass Imported;₹105;1 piece;30% Off
Fruits & Vegetables;Mosambi;₹61;500 g;19% Off
Fruits & Vegetables;Baby Orange;₹139;500 g;39% Off
Fruits & Vegetables;Pineapple;₹103;900 g - 1.2 kg;24% Off
Fruits & Vegetables;Mango Banganapalli;₹225;1 kg;40% Off
Fruits & Vegetables;Grapes Bangalore Blue;₹64;500 g;29% Off
Fruits & Vegetables;Guava Indian;₹94;500 g;N/A
Fruits & Vegetables;Mix Grapes;₹109;500 g;26% Off
Fruits & Vegetables;Apple Royal Gala;₹203;4 x (500 - 540 g);20% Off
Fruits & Vegetables;Banana Nendran;₹72;500 g;21% Off
Fruits & Vegetables;Mango Sindhura;₹222;1 kg (Approx. 6pcs - 7pcs);35% Off
Fruits & Vegetables;Gooseberry (Amla);₹53;250 g;32% Off
Fruits & Vegetables;Kiwi Green;₹129;3 piece;27% Off
Fruits & Vegetables;Coconut Kalash;₹64;1 piece;30% Off
Fruits & Vegetables;Apple Shimla;₹167;4 x (500 - 600 g);39% Off
Atta, Rice, Oil & Dals;Indic Wisdom Wood Pressed Groundnut Oil | Cold Pressed - Extracted on Wooden Churner;₹1500;5 L;33% Off
Atta, Rice, Oil & Dals;Keshar Kali Wada Kolam Rice;₹3300;30 kg;N/A
Atta, Rice, Oil & Dals;Leonardo Extra Light Olive Oil Bottle;₹2264;2 l;12% Off
Atta, Rice, Oil & Dals;Heritage Ghee | Pouch;₹710;1 L;3% Off
Atta, Rice, Oil & Dals;Bertolli Extra Light Olive Oil | Bottle;₹2333;2 l;41% Off
Atta, Rice, Oil & Dals;Leonardo Pomace Olive Oil;₹3097;5 L;34% Off
Atta, Rice, Oil & Dals;GTS Original Kolam Rice;₹847;10 kg;21% Off
Atta, Rice, Oil & Dals;Nandini Pure Ghee - Pouch;₹585;1 L;7% Off
Atta, Rice, Oil & Dals;Aashirvaad Atta - Superior MP Whole Wheat, No Maida | Pouch;₹538;10 kg;15% Off
Atta, Rice, Oil & Dals;Fortune Sunlite Refined Sunflower Oil - Jar;₹757;5 L;17% Off
Atta, Rice, Oil & Dals;GTS Original Kolam Rice;₹438;5 kg;21% Off
Atta, Rice, Oil & Dals;Borges Extra Light Olive Oil | Bottle;₹2686;2 l;36% Off
Atta, Rice, Oil & Dals;Aashirvaad Select Atta | Made from 100% MP Sharbati Wheat for Softer Rotis;₹702;10 kg;9% Off
Atta, Rice, Oil & Dals;GRB Ghee - Bottle;₹375;500 ml;11% Off
Atta, Rice, Oil & Dals;Aashirvaad Multigrain Atta | 3 Rotis Fulfils 35% Daily Fibre;₹357;5 kg;10% Off
Atta, Rice, Oil & Dals;Daawat Rozana Super Basmati Rice | Medium Grain;₹361;5 kg;27% Off
Atta, Rice, Oil & Dals;Gold Winner Refined Sunflower Oil - Jar;₹744;5 L;12% Off
Atta, Rice, Oil & Dals;Fortune Chakki Fresh Atta;₹503;10 kg;19% Off
Atta, Rice, Oil & Dals;Nandini Pure Ghee - Pouch;₹302;500 ml;4% Off
Atta, Rice, Oil & Dals;Fortune Sona Masoori Supreme Raw Aged Rice;₹353;5 kg;35% Off
Atta, Rice, Oil & Dals;Aashirvaad Atta - Superior MP Whole Wheat, No Maida | Pouch;₹315;5 kg;11% Off
Atta, Rice, Oil & Dals;Shree Akshara Premium Steam Sona Masoori Rice | Polished;₹650;10 kg;13% Off
Atta, Rice, Oil & Dals;Aashirvaad Organic 100% Organic Whole Wheat Atta, 0% Maida;₹349;5 kg;15% Off
Atta, Rice, Oil & Dals;Shree Akshara Premium Sona Masoori Rice | Raw;₹700;10 kg;17% Off
Atta, Rice, Oil & Dals;Pillsbury Chakki Fresh Atta;₹483;10 kg;22% Off
Atta, Rice, Oil & Dals;Shree Akshara Premium Sona Masoori Rice | Steam;₹311;5 kg;20% Off
Atta, Rice, Oil & Dals;Popular Essentials Bullet Wada Kolam Rice;₹483;5 kg;12% Off
Atta, Rice, Oil & Dals;Sunpure Refined Sunflower Oil - Pouch 1 l Combo;₹292;1 l X 2;21% Off
Atta, Rice, Oil & Dals;Tata Sampann High in Fibre Poha 500 g Combo;₹102;500 g X 2;12% Off
Atta, Rice, Oil & Dals;Fortune Maida 500 g Combo;₹70;500 g X 2;10% Off
Atta, Rice, Oil & Dals;Freedom Double Filtered Groundnut Cooking Oil | Pouch 1 l Combo;₹316;1 l X 2;26% Off
Atta, Rice, Oil & Dals;Bhagyalakshmi Rice Flour 500 g Combo;₹90;500 g X 3;11% Off
Masala & Dry Fruits;Bolas Almonds Value Pack;₹532;500 g;20% Off
Masala & Dry Fruits;Happilo Essentials Classic Sultan Dates;₹130;500 g;38% Off
Masala & Dry Fruits;Happilo Essentials Classic Sultan Seedless Dates;₹123;500 g;53% Off
Masala & Dry Fruits;Happilo Premium International Queen Kalmi Dates;₹144;200 g;57% Off
Masala & Dry Fruits;Tata Sampann 100% Pure Premium Cashews/Kaju Whole;₹1303;1 kg;10% Off
Masala & Dry Fruits;Tata Sampann 100% Pure Premium Cashews/Kaju Whole;₹669;500 g;13% Off
Masala & Dry Fruits;Nutty Gritties Blueberries;₹480;150 g;11% Off
Masala & Dry Fruits;Tata Sampann 100% Pure California Almonds/Badam Giri Whole Premium Quality;₹631;500 g;23% Off
Masala & Dry Fruits;Farmley Premium Cashews | Kaju;₹733;500 g;18% Off
Masala & Dry Fruits;Happilo 100% Natural Premium Whole Cashews;₹599;500 g;39% Off
Masala & Dry Fruits;Parrys White Label Sugar;₹269;5 kg;10% Off
Masala & Dry Fruits;Farmley Premium Natural Chia Seeds Rich in Protein & Fiber;₹131;200 g;34% Off
Masala & Dry Fruits;Happilo Premium Kashmiri Walnut Kernels;₹387;200 g;14% Off
Masala & Dry Fruits;Popular Essentials Green Cardamom | Elaichi;₹293;50 g;22% Off
Masala & Dry Fruits;Happilo Premium 100% Natural Whole Cashews;₹276;200 g;30% Off
Masala & Dry Fruits;Madhur Sugar/Sakkare - Refined;₹284;5 kg;9% Off
Masala & Dry Fruits;Farmley Mix Dry Fruits Panchmeva Superfood Healthy Snacks;₹443;450 g;19% Off
Masala & Dry Fruits;Happilo Premium International Healthy Nutmix;₹272;200 g;25% Off
Masala & Dry Fruits;Popular Essentials Cashew Whole;₹360;250 g;23% Off
Masala & Dry Fruits;Popular Essentials Californian Almond;₹315;250 g;22% Off
Masala & Dry Fruits;Happilo Premium Californian Roasted and Salted Almonds;₹305;200 g;8% Off
Masala & Dry Fruits;Farmley Prasadam Makhana | Foxnuts;₹393;200 g;33% Off
Masala & Dry Fruits;Farmley Premium Broken Chile Walnut Kernels (Akhrot);₹335;200 g;21% Off
Masala & Dry Fruits;Farmley Premium California Roasted & Salted Pistachios;₹339;200 g;19% Off
Masala & Dry Fruits;Nutraj Almond/Badam California;₹493;500 g;17% Off
Masala & Dry Fruits;Farmley Prasadam Makhana | Foxnuts;₹199;100 g;33% Off
Masala & Dry Fruits;Popular Essentials Cashew Split;₹369;250 g;23% Off
Masala & Dry Fruits;Popular Essentials Pista Salted (With Shell);₹373;250 g;22% Off
Masala & Dry Fruits;Happilo Premium Seedless Green Raisins;₹111;250 g;32% Off
Masala & Dry Fruits;Happilo Premium Roasted and Salted Cashews;₹449;200 g;3% Off
Masala & Dry Fruits;Amul Mithai Mate EOE Tin Combo;₹238;400 g X 2;5% Off
Masala & Dry Fruits;Farmley Premium California Almonds;₹319;250 g;11% Off
Sweet Cravings;Amul Dark Chocolate Bar;₹200;150 g;N/A
Sweet Cravings;Cadbury Dairy Milk Chocolate Home Treats;₹170;119 g;15% Off
Sweet Cravings;Amul Fruit 'N' Nut Chocolate;₹200;150 g;N/A
Sweet Cravings;Cadbury Celebrations Assorted Chocolate Diwali Gift Pack;₹132;139.6 g;8% Off
Sweet Cravings;Cadbury Dairy Milk Chocolate Bar;₹20;23 g;N/A
Sweet Cravings;KitKat Grand Break, 4 Fingers, Chocolate Coated Wafer;₹35;38.5 g;N/A
Sweet Cravings;Cadbury Nutties Chocolate Pack;₹50;30 g;N/A
Sweet Cravings;Cadbury Dairy Milk Chocolate Bar;₹55;52 g;N/A
Sweet Cravings;Nestlé Munch Chocolate Coated Wafer Bar;₹100;147.9 g;N/A
Sweet Cravings;Cadbury Dairy Milk Roast Almond Chocolate Bar;₹55;36 g;N/A
Sweet Cravings;KitKat Minis Chocolate Coated Wafer Bar | Share Bag | Miniature Pouch;₹149;118.4 g;N/A
Sweet Cravings;Cadbury Dairy Milk Chocolate Bar;₹117;134 g;10% Off
Sweet Cravings;Cadbury Dairy Milk Crackle Chocolate Bar;₹50;36 g;N/A
Sweet Cravings;Cadbury Bournville Rich Cocoa - 50% Dark Chocolate Bar;₹55;30 g;N/A
Sweet Cravings;Amul Chocominis Chocolate;₹140;250 g;N/A
Sweet Cravings;Snickers Peanut Chocolate Bar - Value Pack;₹47;45 g;6% Off
Sweet Cravings;Cadbury Dairy Milk Silk Roast Almond Chocolate Bar;₹100;58 g;N/A
Sweet Cravings;Cadbury Dairy Milk Silk Bubbly Chocolate Bar;₹95;46 g;N/A
Sweet Cravings;Cadbury Dairy Milk Silk Oreo Chocolate Bar;₹100;60 g;N/A
Sweet Cravings;Amul India Twilight Tryst 55% Dark Chocolate Bar;₹200;125 g;N/A
Sweet Cravings;Kinder Joy Chocolate Snack With Surprise Pink;₹50;20 g;N/A
Sweet Cravings;Cadbury Perk Mini Treats Chocolate coated Wafers;₹90;115.5 g;10% Off
Sweet Cravings;Snickers Peanut Chocolate Bar - Value Pack;₹126;120 g;6% Off
Sweet Cravings;Cadbury Dairy Milk Silk Mousse Chocolate Bar;₹100;50 g;N/A
Sweet Cravings;Cadbury Temptations Almond Treat Premium Chocolate Bar;₹117;70 g;10% Off
Sweet Cravings;Cadbury Dairy Milk Silk Chocolate Bar;₹105;64 g;4% Off
Sweet Cravings;Nestle Milkybar Tablet Made With Milk Yummy & Creamy Treat;₹40;42 g;N/A
Sweet Cravings;Cadbury Chocobakes ChocLayered Cakes;₹80;114 g;11% Off
Sweet Cravings;Cadbury Temptations Rum & Raisins Premium Chocolate Bar;₹117;70 g;10% Off
Sweet Cravings;Kinder Joy Chocolate Snack With Surprise Blue;₹50;20 g;N/A
Sweet Cravings;Mars Caramel Chocolate Bar;₹68;51 g;2% Off
Sweet Cravings;Hershey'S Kisses Milk Chocolate Share Bag;₹57;36 g;5% Off
Frozen Food & Ice Creams;Blue Tribe Plant-Based Chicken Seekh Kebab;₹180;250 g;9% Off
Frozen Food & Ice Creams;Yummiez Chicken Garlic Fingers Pouch;₹269;400 g;2% Off
Frozen Food & Ice Creams;Yummiez Veg Cheese Fingers Pouch;₹179;400 g;28% Off
Frozen Food & Ice Creams;Mr. Munchies Premium Cheese Jalapeno Popper;₹149;250 g;11% Off
Frozen Food & Ice Creams;ITC Master Chef Crunchy Chicken Nuggets | Source of Protein | No Added Preservatives | 55 pieces;₹550;1 kg;12% Off
Frozen Food & Ice Creams;Yummiez Green Peas;₹239;1 kg;14% Off
Frozen Food & Ice Creams;McCain French Fries;₹204;1.25 kg;44% Off
Frozen Food & Ice Creams;Godrej Yummiez Chicken Nuggets;₹299;500 g;14% Off
Frozen Food & Ice Creams;Safal Frozen Green Peas;₹237;1 kg;8% Off
Frozen Food & Ice Creams;ITC Master Chef Chicken Seekh Kebab | Protein-High | No-preservatives | Microwave Friendly | 10 Pcs;₹300;500 g;17% Off
Frozen Food & Ice Creams;ITC Master Chef Crispy French Fries 420 g Combo;₹202;420 g X 2;15% Off
Frozen Food & Ice Creams;iD Malabar Parota;₹105;400 g;N/A
Frozen Food & Ice Creams;iD Whole Wheat Chapati (10 pieces);₹79;400 g;N/A
Frozen Food & Ice Creams;Safal Frozen Green Peas;₹132;500 g;8% Off
Frozen Food & Ice Creams;iD Homestyle Whole Wheat Paratha;₹85;325 g;N/A
Frozen Food & Ice Creams;Yummiez Green Peas;₹129;500 g;19% Off
Frozen Food & Ice Creams;Farmland Green Peas | No Added Colours;₹260;1 kg;N/A
Frozen Food & Ice Creams;McCain French Fries;₹99;420 g;20% Off
Frozen Food & Ice Creams;Safal Frozen Sweet Corn;₹92;500 g;8% Off
Frozen Food & Ice Creams;ITC Master Chef Crispy French Fries | No Added Preservatives;₹108;420 g;10% Off
Frozen Food & Ice Creams;McCain Variety Pack;₹175;550 g;N/A
Frozen Food & Ice Creams;McCain Chilli Garlic Potato Bites Nuggets;₹165;420 g;N/A
Frozen Food & Ice Creams;Yummiez American Sweet Corn;₹105;400 g;4% Off
Frozen Food & Ice Creams;Venky's Chicken Nuggets;₹185;300 g;9% Off
Frozen Food & Ice Creams;ITC Master Chef Medium Prawns | Freshly Frozen | 15 hours from the Time of Harvesting;₹216;200 g;10% Off
Frozen Food & Ice Creams;Yummiez Chicken Breakfast Sausages;₹169;250 g;11% Off
Frozen Food & Ice Creams;McCain Veggie Fingers;₹175;400 g;N/A
Frozen Food & Ice Creams;McCain Veggie Burger Patty;₹150;360 g;N/A
Frozen Food & Ice Creams;McCain Aloo Tikki;₹107;400 g;19% Off
Frozen Food & Ice Creams;Safal Frozen Mixed Vegetables;₹80;500 g;5% Off
Frozen Food & Ice Creams;McCain Potato Cheese Shotz;₹170;250 g;N/A
Frozen Food & Ice Creams;Godrej Yummiez Chicken Breakfast Salami;₹169;250 g;11% Off
Baby Food;Aptamil Gold Stage 1 | Infant Formula Powder Refill;₹995;400 g;N/A
Baby Food;Aptamil Gold Stage 3 Follow Up Infant Formula Milk Powder For Babies;₹995;400 g;N/A
Baby Food;Aptamil Gold Stage 2 Follow Up Formula Powder Refill;₹995;400 g;N/A
Baby Food;Nestle Nan Excellapro 3 Follow-Up Formula Powder - Stage 3 | After 12 Months;₹945;400 g;N/A
Baby Food;Similac Advance Stage 2 Follow-Up Formula | 6 to 12 months - Box;₹910;400 g;N/A
Baby Food;Nestle Nutrition Nan Pro Stage 4 Follow-Up Formula After 18 Months;₹835;400 g;N/A
Baby Food;Similac Advance Stage 3 Follow-Up Formula | 12 to 18 months - Box;₹910;400 g;N/A
Baby Food;Nestle Nan Excellapro Stage 2 Follow-Up Formula 6+ Months;₹945;400 g;N/A
Baby Food;Nestle Lactogen Pro 2 | Follow-Up Formula With Probiotic;₹485;400 g;N/A
Baby Food;Nestle Lactogen Pro 1 | Infant Formula Probiotic And Prebiotics;₹485;400 g;N/A
Baby Food;Nestle Nan Pro Stage 1 Infant Formula Up to 6 Months;₹835;400 g;N/A
Baby Food;Nestle Nan Pro Stage 2 Follow-Up Formula After 6 Months;₹825;400 g;N/A
Baby Food;Nestle Ceregrow Multigrain Cereal With Milk and Fruits;₹345;300 g;N/A
Baby Food;Nestle Cerelac Baby Cereal With Milk Multigrain Dal Veg - Stage 4 | 12 To 24 Months;₹330;300 g;N/A
Baby Food;Nestle Cerelac Baby Cereal with Milk | Multigrain and Fruits - Stage 4 | 12 to 24 Months;₹330;300g;N/A
Baby Food;Slurrp Farm Ragi Rice Strawberry Instant Healthy Cereal | Mildly Sweetened With Date Powder;₹349;200 g;N/A
Baby Food;Nestle Cerelac Baby Cereal with Milk Wheat Apple Cherry | 8 to 24 Months | Iron and Protein;₹325;350 g;N/A
Baby Food;Nestle Cerelac Wheat Apple Carrot Baby Cereal | No Refined Sugar | Stage 1 | 6 - 24 Months;₹275;300 g;N/A
Baby Food;Nestle Cerelac Stage 2 Baby Cereal with Milk Rice Vegetables | From 8 To 12 Months;₹310;300g;N/A
Baby Food;Cerelac Baby Cereal No Refined Sugar Wheat Apple Cherry | For 8-24 Months Baby;₹325;350 g;N/A
Baby Food;Nestle Cerelac Rice Baby Cereal | No Refined Sugar | Stage 1 | 6 - 24 Months;₹265;300 g;N/A
Baby Food;Slurrp Farm Cereal with Multigrain Millets and Mixed Fruit with Date Powder and Milk;₹349;200 g;N/A
Baby Food;Nestle Cerelac Baby Cereal with Milk Wheat Rice Mixed Fruit | 10 to 24 Months | Iron & Protein;₹325;300g;N/A
Baby Food;Nestle Cerelac Wheat Apple Baby Cereal | No Refined Sugar | Stage 1 | 6 - 24 Months;₹295;300 g;N/A
Baby Food;Slurrp Farm Wheat Apple and Banana Instant Healthy Cereal 100% Natural | No Added Sugar | No Milk;₹299;300 g;N/A
Baby Food;Amul Spray Infant Milk Food;₹235;500 g;N/A
Baby Food;Nestle Cerelac Wheat Baby Cereal No Refined Sugar | Stage 1 | 6 - 24 Months;₹260;300 g;N/A
Baby Food;Amul Spray Infant Milk Food Tin;₹243;500 g;N/A
Baby Food;Nestle Nangrow, Nutritious Milk Drink for Growing Children 400 g Combo;₹1226;400 g X 2;4% Off
Baby Food;Similac Advance Stage 2 Follow-Up Formula | 6 to 12 months - Box 400 g Combo;₹1820;400 g X 2;N/A
Baby Food;Similac Advance Stage 2 Follow-Up Formula | 6 to 12 months - Box 400 g X 2 Combo;₹1820;400 g X 2;N/A
Baby Food;Nestle Nan Pro Stage 1 Infant Formula Up to 6 Months 400 g Combo;₹1670;400 g X 2;N/A
Dairy, Bread & Eggs;Milky Mist Paneer;₹302;500 g;5% Off
Dairy, Bread & Eggs;iD Idli & Dosa Batter;₹165;2 kg;N/A
Dairy, Bread & Eggs;The Health Factory Zero Maida Bread - 100% Whole Wheat;₹53;250 g;3% Off
Dairy, Bread & Eggs;Akshayakalpa Artisanal Organic Set Curd;₹150;1 kg;3% Off
Dairy, Bread & Eggs;Nandini Goodlife Toned Milk UHT (Tetra Pack Brick) 1 l Combo;₹198;1 l X 3;1% Off
Dairy, Bread & Eggs;English Oven Zero Maida 100% Whole Wheat Bread;₹60;400 g;N/A
